2025-02-24 16:20 [DEBUG] IncreaseProfit Alpha 0.3.4: Starting deep economy check...
2025-02-24 16:20 [DEBUG] Current month (period): 9
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #46 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #46 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #47: table: 0x000001fe245964f8
2025-02-24 16:20 [DEBUG] Station #47 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #47 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #47 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #47 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #48: table: 0x000001fe245f0648
2025-02-24 16:20 [DEBUG] Station #48 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #48 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #48 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #48 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #49: table: 0x000001fe2460aaf8
2025-02-24 16:20 [DEBUG] Station #49 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #49 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #49 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #49 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #50: table: 0x000001fe24683588
2025-02-24 16:20 [DEBUG] Station #50 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #50 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #50 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #50 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #51: table: 0x000001fe2468dcc8
2025-02-24 16:20 [DEBUG] Station #51 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #51 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #51 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #51 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #52: table: 0x000001fe24623168
2025-02-24 16:20 [DEBUG] Station #52 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #52 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #52 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #52 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #53: table: 0x000001fe24739fb8
2025-02-24 16:20 [DEBUG] Station #53 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #53 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #53 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #53 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #54: table: 0x000001fe2475c638
2025-02-24 16:20 [DEBUG] Station #54 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #54 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #54 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #54 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #55: table: 0x000001fe2477fe58
2025-02-24 16:20 [DEBUG] Station #55 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #55 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #55 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #55 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #56: table: 0x000001fe247a9e78
2025-02-24 16:20 [DEBUG] Station #56 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #56 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #56 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #56 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #57: table: 0x000001fe2485d7e8
2025-02-24 16:20 [DEBUG] Station #57 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #57 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #57 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG] Station #57 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: true
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: true
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: true
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: true
2025-02-24 16:20 [DEBUG] Selling station #58: table: 0x000001fe24ad4c98
2025-02-24 16:20 [DEBUG] Station #58 name/type: Unknown
2025-02-24 16:20 [DEBUG] Station #58 fillTypePrices (before):
2025-02-24 16:20 [DEBUG]   - FillType WHEAT: 0.30
2025-02-24 16:20 [DEBUG]   - FillType BARLEY: 0.30
2025-02-24 16:20 [DEBUG]   - FillType OAT: 0.50
2025-02-24 16:20 [DEBUG]   - FillType CANOLA: 0.60
2025-02-24 16:20 [DEBUG]   - FillType SORGHUM: 1.10
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER: 0.80
2025-02-24 16:20 [DEBUG]   - FillType SOYBEAN: 0.90
2025-02-24 16:20 [DEBUG]   - FillType MAIZE: 0.40
2025-02-24 16:20 [DEBUG]   - FillType POTATO: 0.40
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET: 0.20
2025-02-24 16:20 [DEBUG]   - FillType BEETROOT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType CARROT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType PARSNIP: 0.40
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType GREENBEAN: 0.70
2025-02-24 16:20 [DEBUG]   - FillType PEA: 1.00
2025-02-24 16:20 [DEBUG]   - FillType SPINACH: 1.20
2025-02-24 16:20 [DEBUG]   - FillType SUGARCANE: 0.40
2025-02-24 16:20 [DEBUG]   - FillType WOOD: 0.85
2025-02-24 16:20 [DEBUG]   - FillType WOODCHIPS: 0.32
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET_CUT: 0.22
2025-02-24 16:20 [DEBUG]   - FillType GRAPE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType OLIVE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType EGG: 1.12
2025-02-24 16:20 [DEBUG]   - FillType HONEY: 1.00
2025-02-24 16:20 [DEBUG]   - FillType LETTUCE: 0.99
2025-02-24 16:20 [DEBUG]   - FillType TOMATO: 0.50
2025-02-24 16:20 [DEBUG]   - FillType STRAWBERRY: 0.45
2025-02-24 16:20 [DEBUG]   - FillType SPRING_ONION: 0.45
2025-02-24 16:20 [DEBUG]   - FillType NAPACABBAGE: 0.35
2025-02-24 16:20 [DEBUG]   - FillType CHILLI: 0.45
2025-02-24 16:20 [DEBUG]   - FillType GARLIC: 0.45
2025-02-24 16:20 [DEBUG]   - FillType ENOKI: 0.42
2025-02-24 16:20 [DEBUG]   - FillType OYSTER: 0.87
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PREFABWALL: 4.95
2025-02-24 16:20 [DEBUG]   - FillType FLOUR: 0.69
2025-02-24 16:20 [DEBUG]   - FillType RICEFLOUR: 0.91
2025-02-24 16:20 [DEBUG]   - FillType BREAD: 1.65
2025-02-24 16:20 [DEBUG]   - FillType CAKE: 3.30
2025-02-24 16:20 [DEBUG]   - FillType MILK_BOTTLED: 0.58
2025-02-24 16:20 [DEBUG]   - FillType GOATMILK_BOTTLED: 2.11
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMILK_BOTTLED: 2.49
2025-02-24 16:20 [DEBUG]   - FillType BUTTER: 1.12
2025-02-24 16:20 [DEBUG]   - FillType CHEESE: 1.80
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMOZZARELLA: 7.50
2025-02-24 16:20 [DEBUG]   - FillType GOATCHEESE: 1.76
2025-02-24 16:20 [DEBUG]   - FillType CHOCOLATE: 2.00
2025-02-24 16:20 [DEBUG]   - FillType POTATOCHIPS: 1.50
2025-02-24 16:20 [DEBUG]   - FillType RICEROLLS: 1.55
2025-02-24 16:20 [DEBUG]   - FillType FERMENTEDNAPACABBAGE: 0.65
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDCARROTS: 0.58
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDPARSNIP: 0.58
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDBEETROOT: 0.56
2025-02-24 16:20 [DEBUG]   - FillType NOODLESOUP: 1.55
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSMIXED: 0.94
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSCARROTS: 0.88
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPARSNIP: 0.88
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSBEETROOT: 0.85
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPOTATO: 1.25
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: 4.00
2025-02-24 16:20 [DEBUG]   - FillType CLOTHES: 8.50
2025-02-24 16:20 [DEBUG]   - FillType SUGAR: 0.50
2025-02-24 16:20 [DEBUG]   - FillType CEREAL: 3.80
2025-02-24 16:20 [DEBUG]   - FillType FURNITURE: 1.95
2025-02-24 16:20 [DEBUG]   - FillType CARTONROLL: 2.90
2025-02-24 16:20 [DEBUG]   - FillType PAPERROLL: 3.20
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER_OIL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType CANOLA_OIL: 1.64
2025-02-24 16:20 [DEBUG]   - FillType OLIVE_OIL: 2.44
2025-02-24 16:20 [DEBUG]   - FillType RICE_OIL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType RAISINS: 1.63
2025-02-24 16:20 [DEBUG]   - FillType GRAPEJUICE: 1.65
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType BARREL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType BATHTUB: 1.71
2025-02-24 16:20 [DEBUG]   - FillType BUCKET: 1.29
2025-02-24 16:20 [DEBUG]   - FillType ROOFPLATES: 1.58
2025-02-24 16:20 [DEBUG]   - FillType ROPE: 5.05
2025-02-24 16:20 [DEBUG]   - FillType CANNED_PEAS: 2.60
2025-02-24 16:20 [DEBUG]   - FillType CEMENTBRICKS: 1.58
2025-02-24 16:20 [DEBUG]   - FillType SPINACH_BAGS: 0.77
2025-02-24 16:20 [DEBUG]   - FillType JARRED_GREENBEAN: 1.89
2025-02-24 16:20 [DEBUG]   - FillType RICE_BAGS: 1.46
2025-02-24 16:20 [DEBUG]   - FillType RICE_BOXES: 2.73
2025-02-24 16:20 [DEBUG]   - FillType SEEDS: 0.34
2025-02-24 16:20 [DEBUG]   - FillType RICESAPLINGS: 3.33
2025-02-24 16:20 [DEBUG] Station #58 accepts SUGARCANE, changing price to 5.00
2025-02-24 16:20 [DEBUG] Station #58 fillTypePrices (after):
2025-02-24 16:20 [DEBUG]   - FillType WHEAT: 0.30
2025-02-24 16:20 [DEBUG]   - FillType BARLEY: 0.30
2025-02-24 16:20 [DEBUG]   - FillType OAT: 0.50
2025-02-24 16:20 [DEBUG]   - FillType CANOLA: 0.60
2025-02-24 16:20 [DEBUG]   - FillType SORGHUM: 1.10
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER: 0.80
2025-02-24 16:20 [DEBUG]   - FillType SOYBEAN: 0.90
2025-02-24 16:20 [DEBUG]   - FillType MAIZE: 0.40
2025-02-24 16:20 [DEBUG]   - FillType POTATO: 0.40
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET: 0.20
2025-02-24 16:20 [DEBUG]   - FillType BEETROOT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType CARROT: 0.10
2025-02-24 16:20 [DEBUG]   - FillType PARSNIP: 0.40
2025-02-24 16:20 [DEBUG]   - FillType RICELONGGRAIN: 0.50
2025-02-24 16:20 [DEBUG]   - FillType RICE: 1.10
2025-02-24 16:20 [DEBUG]   - FillType GREENBEAN: 0.70
2025-02-24 16:20 [DEBUG]   - FillType PEA: 1.00
2025-02-24 16:20 [DEBUG]   - FillType SPINACH: 1.20
2025-02-24 16:20 [DEBUG]   - FillType SUGARCANE: 5.00
2025-02-24 16:20 [DEBUG]   - FillType WOOD: 0.85
2025-02-24 16:20 [DEBUG]   - FillType WOODCHIPS: 0.32
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET_CUT: 0.22
2025-02-24 16:20 [DEBUG]   - FillType GRAPE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType OLIVE: 0.60
2025-02-24 16:20 [DEBUG]   - FillType EGG: 1.12
2025-02-24 16:20 [DEBUG]   - FillType HONEY: 1.00
2025-02-24 16:20 [DEBUG]   - FillType LETTUCE: 0.99
2025-02-24 16:20 [DEBUG]   - FillType TOMATO: 0.50
2025-02-24 16:20 [DEBUG]   - FillType STRAWBERRY: 0.45
2025-02-24 16:20 [DEBUG]   - FillType SPRING_ONION: 0.45
2025-02-24 16:20 [DEBUG]   - FillType NAPACABBAGE: 0.35
2025-02-24 16:20 [DEBUG]   - FillType CHILLI: 0.45
2025-02-24 16:20 [DEBUG]   - FillType GARLIC: 0.45
2025-02-24 16:20 [DEBUG]   - FillType ENOKI: 0.42
2025-02-24 16:20 [DEBUG]   - FillType OYSTER: 0.87
2025-02-24 16:20 [DEBUG]   - FillType BOARDS: 1.30
2025-02-24 16:20 [DEBUG]   - FillType PLANKS: 1.94
2025-02-24 16:20 [DEBUG]   - FillType WOODBEAM: 2.91
2025-02-24 16:20 [DEBUG]   - FillType PREFABWALL: 4.95
2025-02-24 16:20 [DEBUG]   - FillType FLOUR: 0.69
2025-02-24 16:20 [DEBUG]   - FillType RICEFLOUR: 0.91
2025-02-24 16:20 [DEBUG]   - FillType BREAD: 1.65
2025-02-24 16:20 [DEBUG]   - FillType CAKE: 3.30
2025-02-24 16:20 [DEBUG]   - FillType MILK_BOTTLED: 0.58
2025-02-24 16:20 [DEBUG]   - FillType GOATMILK_BOTTLED: 2.11
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMILK_BOTTLED: 2.49
2025-02-24 16:20 [DEBUG]   - FillType BUTTER: 1.12
2025-02-24 16:20 [DEBUG]   - FillType CHEESE: 1.80
2025-02-24 16:20 [DEBUG]   - FillType BUFFALOMOZZARELLA: 7.50
2025-02-24 16:20 [DEBUG]   - FillType GOATCHEESE: 1.76
2025-02-24 16:20 [DEBUG]   - FillType CHOCOLATE: 2.00
2025-02-24 16:20 [DEBUG]   - FillType POTATOCHIPS: 1.50
2025-02-24 16:20 [DEBUG]   - FillType RICEROLLS: 1.55
2025-02-24 16:20 [DEBUG]   - FillType FERMENTEDNAPACABBAGE: 0.65
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDCARROTS: 0.58
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDPARSNIP: 0.58
2025-02-24 16:20 [DEBUG]   - FillType PRESERVEDBEETROOT: 0.56
2025-02-24 16:20 [DEBUG]   - FillType NOODLESOUP: 1.55
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSMIXED: 0.94
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSCARROTS: 0.88
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPARSNIP: 0.88
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSBEETROOT: 0.85
2025-02-24 16:20 [DEBUG]   - FillType SOUPCANSPOTATO: 1.25
2025-02-24 16:20 [DEBUG]   - FillType FABRIC: 4.00
2025-02-24 16:20 [DEBUG]   - FillType CLOTHES: 8.50
2025-02-24 16:20 [DEBUG]   - FillType SUGAR: 0.50
2025-02-24 16:20 [DEBUG]   - FillType CEREAL: 3.80
2025-02-24 16:20 [DEBUG]   - FillType FURNITURE: 1.95
2025-02-24 16:20 [DEBUG]   - FillType CARTONROLL: 2.90
2025-02-24 16:20 [DEBUG]   - FillType PAPERROLL: 3.20
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER_OIL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType CANOLA_OIL: 1.64
2025-02-24 16:20 [DEBUG]   - FillType OLIVE_OIL: 2.44
2025-02-24 16:20 [DEBUG]   - FillType RICE_OIL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType RAISINS: 1.63
2025-02-24 16:20 [DEBUG]   - FillType GRAPEJUICE: 1.65
2025-02-24 16:20 [DEBUG]   - FillType CEMENT: 1.05
2025-02-24 16:20 [DEBUG]   - FillType BARREL: 1.78
2025-02-24 16:20 [DEBUG]   - FillType BATHTUB: 1.71
2025-02-24 16:20 [DEBUG]   - FillType BUCKET: 1.29
2025-02-24 16:20 [DEBUG]   - FillType ROOFPLATES: 1.58
2025-02-24 16:20 [DEBUG]   - FillType ROPE: 5.05
2025-02-24 16:20 [DEBUG]   - FillType CANNED_PEAS: 2.60
2025-02-24 16:20 [DEBUG]   - FillType CEMENTBRICKS: 1.58
2025-02-24 16:20 [DEBUG]   - FillType SPINACH_BAGS: 0.77
2025-02-24 16:20 [DEBUG]   - FillType JARRED_GREENBEAN: 1.89
2025-02-24 16:20 [DEBUG]   - FillType RICE_BAGS: 1.46
2025-02-24 16:20 [DEBUG]   - FillType RICE_BOXES: 2.73
2025-02-24 16:20 [DEBUG]   - FillType SEEDS: 0.34
2025-02-24 16:20 [DEBUG]   - FillType RICESAPLINGS: 3.33
2025-02-24 16:20 [DEBUG] Station #58 acceptedFillTypes:
2025-02-24 16:20 [DEBUG]   - FillType WHEAT: true
2025-02-24 16:20 [DEBUG]   - FillType BARLEY: true
2025-02-24 16:20 [DEBUG]   - FillType OAT: true
2025-02-24 16:20 [DEBUG]   - FillType CANOLA: true
2025-02-24 16:20 [DEBUG]   - FillType SORGHUM: true
2025-02-24 16:20 [DEBUG]   - FillType SUNFLOWER: true
2025-02-24 16:20 [DEBUG]   - FillType SOYBEAN: true
2025-02-24 16:20 [DEBUG]   - FillType MAIZE: true
2025-02-24 16:20 [DEBUG]   - FillType POTATO: true
2025-02-24 16:20 [DEBUG]   - FillType SUGARBEET: true
2025-02-24 16:20 [DEBUG]   - FillType BEETROOT: true
2025-02-24 16:20 [DEBUG]   - FillType CARROT: true
2025-02-24 16:20 [DEBUG]   - FillType PARSNIP: true
